"Reviews","Ratings"
"
This is a good upgrade from our original Echo we got a few years ago.  It's not as good as our Sonos soundbar, but we are happy with the overall quality. And setup was very easy.
","Positive"
"
The sound and bass are full for the size.  It is an improvement over generation two, especially for $15 (trade-in).  The sphere shape is appealing to me but is personal preference.  The power cord and AC adapter are white rather than black.  It does seem more responsive when you are speaking at a low volume compared to generation two.
","Positive"
"
This is my second unit. The size is larger than ""a dot"". But, it also gives a richer bass sound than my other cylindrical shaped unit. When I set it up, it recognized the other unit in my home and designated itself #2. There are only 4 buttons imprinted onto the cover, + and- volume, turn on/ microphone and a third button that I don't yet know all's it's capabilities. The unit is in my basement workshop, which can be dusty. This is an issue since the entire cover is a black foam material which will hold dust. So, when I leave, I cover it with a small piece of plastic. The price was right, so I am happy with the system
","Positive"
"
I bought my first echo3 on a deal and loved the functions it did to ease my life. It's the little things to turn on off lights, ask time and temp, play music, and most of all to read a book for me from my Amazon library. When echo4 had a deal I got it with lights for my granddaughter for music as it said improved speakers. That will be her birthday gift. I noticed then the newer echo4 with hub control for sale and upgraded. I put the older one in my kitchen as it still works great. I haven't a home full of Alexa enabled apps but I thought why not for a better quality sound. I haven't gone into the hub or ultrasound abilities yet but the sleep sounds I listen too at night is far improved. I like the look too. I did blue to keep them figured out if I get more for another room later. So far the only irritating thing is I have to repeat myself for Alexa to start playing something but it did that with echo3. I'm assuming it's the not perfect part of technology of humans. It improves each generation mayhap. Worth buy.
","Positive"
"
The 4th generation Echo is fast. Each comment is processed within a split second. I really bought it with the hopes that it would understand better and be less laggy. If it had better sound then that's a bonus. I seem to have gotten all of that. I'm going to trade in my older ones now. I have this Echo going through some excellent external speakers and it all works great!
","Positive"
"
I got the 4th gen Echo when I upgraded my router and couldn't get my first gen Echo to connect with my new network. The sound quality of the 4th gen vs the 1st gen is light years ahead. The bonus with this one was 6 months of Amazon Music for free. It gives you an opportunity to try the Echo out with all of your favorite music. If you have been on the fence about upgrading or haven't tried one yet, go ahead and take the leap. You won't regret it.
","Positive"
"
I love it.  I turn on meditative music every day.  I have not tried to link with my Sonos speakers, but would like to do that next.  It links with my Hunter Douglas Power View Window shades, as well.  I am also looking at the studio speaker, since it got very good ratings for sound.  I already have Amazon Prime for music, just added the Music Plus and have access to 100 million songs  I like having different color choices. I might also get the portable charged base and wall hanger.  It has to be plugged in to work.
","Positive"
"
I have used Echo Dot devices for about four years and have always been fine with the sound quality. But full-sized Echos were on sale, so I treated myself to an upgrade. The difference in sound quality really did shock me. I’m no audiophile, but this Echo simply sounds 10 times better than a Dot. If you use your Echo devices to play music more often than you talk to Alexa, you will really appreciate the difference in sound. Yes, it’s bigger, but it’s only about the size of a grapefruit. I first tried using “Echo” as the wake word. It didn’t seem to want to respond to that, so I switched it back to “Alexa.”
","Positive"
"
This echo is superior to the previous 3 generations. Treble is mildly better, but bass is significantly improved.  If you don't agree, perhaps you need to adjust your settings.  I no longer need the echo sub that was paired with a gen 2 echo that this echo replaced.
","Positive"
"
Love this echo.Only concern is I wanted the black one, which I got. But I comes with a white cord.Personal opinion, the black echo should come with a black cord.
","Positive"
"
This helps us control our tv on and off as well as volume . . . sometimes.  Sound quality of the music is truly surprising, love it !  Alexa can be helpful and witty . . . yup !  Got another smart a . . in the house🤣
","Positive"
"
I consider this the best value and sound for the money. I have the third and fourth generation dots which are pretty good. I will turn the echo studio. I didn’t think you was worth the money . I think the fourth generation echo is just as good and aesthetically pleasing.
","Positive"
"
I have two of these in my bedroom and a show 8 and between them they sound good all playing together. I still think the two older Echo Plus I have in my living room sound better. Overall I am happy with the new Echo and the half price offer was fantastic.
","Positive"
"
We have listened to a lot of music.  Gotten answers to questions.  Enjoyed the Alexa jokes.  Used the timer for waking up and cooking.  Lots of fun.
","Positive"
"
We have had an Echo for a couple of years and purchased this additional one.  This has VERY good sound,  clear and great bass.  I highly recommend.
","Positive"
"
QUICK SUMMARY:---------------------------The 4th generation Amazon Echo brings welcome upgrades from previous generations. The device features a Zigbee smart hub, improved sound reproduction, and a temperature sensor. Alexa integration works as expected. I would recommend the 4th gen Echo to those who are in the market for their first Alexa device and who listen to music often at a casual level. I would not recommend this as an upgrade for those with previous generation Echo devices if they are functioning normally, or for those expecting a high-end audiophile experience.PREFACE:---------------------------I have owned the 4th generation Amazon Echo for 9 months and use it daily. I upgraded from a 1st generation Amazon Echo. As part of a Prime Echo trade-in promotion, I was able to purchase this for $25 off the $99 MSRP.Tasks I utilize Echo for:---------------------------• (Daily) - Adjusting power/brightness/color of 2 connected LIFX smart bulbs• (Daily) - Retrieving daily weather forecast information• (Daily) - Retrieving temperature of the room the Echo is in (room is hotter than the rest of the house)• (Weekly/Monthly) - Engaging with various media/games (Pandora, Amazon Music, Question of the Day, Jeopardy, etc.)• (Weekly/Monthly) - General search query for basic information/knowledgeEnvironment:---------------------------The Echo is 3 feet away from where I sit. It’s placed on a table in the corner of a 10x10 room, about 2 inches in front of a (silent) PC tower. It's on a flat, level surface, and is within line-of-sight with no obstacles or materials between myself and it that would hamper its ability to hear me. On the opposite side of the room is a small air purifier at floor level that is always on and set to its lowest setting (40 dB of white noise).PROS:---------------------------• Sound Reproduction: The upward-firing 3” woofer and two, forward-firing 0.8” tweeters push out more sound than expected for a device of this size and price. Bass is surprisingly powerful, covers a lower frequency range than expected (it won't rattle the room like a dedicated subwoofer, however), and is capable of filling small rooms with ease. Treble is clear and crisp without distortion. Mids are pronounced and dynamic, but can be overpowered if bass and treble are simultaneously working hard. Dialogue from movies, videos, and podcasts is clear and feels well-balanced. Casual audio tinkerers will be pleased with additional EQ settings in the Amazon Alexa smartphone app, although audio sounds excellent as-is and adjustments are likely not necessary unless specific listening needs require adjustments.• Temperature Sensor: This is an odd bonus to me, but a welcome one that I use often. It is self-calibrating, and routines can make use of its readings.• Line In/Out Audio Jack: There is a 3.5mm jack on the bottom of the device next to the power adapter port which can be toggled to send audio out to another device if you wish to use the Echo with external speakers, or to accept audio if you wish play audio from another device using the Echo’s speakers.• Build Quality: It feels sturdy and has heft but isn’t burdensome. The fabric mesh that covers the top-half of the sphere is a nice color, the buttons are pleasantly tactile but quiet, and the circular grip on the bottom ensure it won’t slide around while playing music or if gently bumped.NEUTRALS:---------------------------• Response Time: Marketing for this Echo focused heavily on the all-new AZ1 Neural Edge processor at the time of purchase, bragging of faster, smoother, and more natural Alexa voice interaction performance and processing times. The marketing was heavy, and over-emphasized what is an unnoticeable difference; there is, at best, perhaps fractions of a second saved compared to the 1st gen Echo, but it’s case-by-case. In most cases, the processing time is the same.• Alexa Features/Performance: Largely unchanged compared to previous generations due to Alexa being a multi-device AI ecosystem rather than a single, device-specific feature. It does what you expect of Alexa.CONS:---------------------------• Voice Recognition: Bad. The environment outlined above is how I’ve used this Echo since I purchased it. The previous, 1st generation Echo had no issue with white noise, background noise, etc. This 4th generation Echo struggles to pick up my voice if there is any level of white noise, or if I’m speaking to it from more than a few feet away. 90 – 95% of voice interactions require that I repeat myself with increasing volume (sometimes two, three, four or more times) for it to register what I’m saying correctly, if I’m heard at all. Voice commands are constantly misinterpreted (verified by reviewing the history in the app), and wake words are often missed. Voice recognition performance is so poor, I have considered replacing this device altogether with one from a different ecosystem. I shouldn’t need to be just beneath shouting volume to be heard, and I shouldn’t feel constantly inconvenienced by using voice commands versus smartphone apps to control smart home features.• Temperature Sensor Rate of Refresh: I have found no documentation or answers about how often the temperature sensor is refreshed. However, it often seems like the readings are delayed and take a long time to change, even when there is a noticeable increase/decrease in air temperature as a result of thermostat changes.
","Negative"
"
This is bigger than earlier models. Too big to integrate visually with the living environment, so this one goes to the workshop and the old Echo version 1 goes back to the living space / kitchen. Check dims first and make sure you like it. Probably the size of a candlepin bowling ball.
","Positive"
"
I have three of these balls with Premium sound. I’m replacing all the Dots in the house when I can get these on sale.  So far, got one at $33, one at $44 and one at $52.The sound quality is good, but directional, compared to the Plus 2nd Gen, which I can’t seem to get more of anywhere.The mic’s on the new ball don’t seem too good. A little better than the Show5, but not as good as a Dot 3rd Gen or the Plus 2nd Gen.  When I ask Alexa for something, I am sitting closest to this ball, but the Plus across the house hears me better and responds.I like that they have temperature sensors in them, and am Trying to find out if I can get a widget on my phone to list all the temps from my 5 devices that have sensors.  Haven’t found a way to do that yet, but I do have a routing set up that announces the garage temp at 3:00 pm from my dining room Plus.I don’t need the ultrasonic sensor that I know of, and don’t use Zigbee for anything, so it would be better to make the device hear us better and leave those things out.I got a great deal on those Echo Plus 2nd generation devices. I bought 2, but had I known how superior those are, I’d have gotten 6!  Limit was 3 per account!The light ring on the bottom of the ball is much less noticeable, and Less annoying as well. I hate those yellow rings for notifications. I need to turn that stuff off again, but they do go away after several hours.Overall, it is the best sounding budget Echo device you can currently buy new.  If you need it to actually hear you, you might want to get a used Echo Plus 2nd Gen.
","Positive"
"
This is absolutely amazing. Love the sound quality, easy to set up, and just in general, it is absolutely awesome. I would definitely recommend this.
","Positive"
"
I replaced an old echo that was having issues after 4.5 years. This new echo booted right up and connected fast to my smart devices.
","Positive"
"
Amazon .... HORRIBLE SERVICE to LONG TIME. CUSTOMER....!!!!!!I love this unit ..just stopped working now says unregistered.....Amazon, claims I returned unit I DID NOT ....I HAVE UNIT worked until 11-26-22Now they say I returned unit ..NOT TRUE ..!!!
","Positive"
"
I’ve got a half dozen Echo products and outside of the first generation Dot, they all have, at a minimum, very good sound.  This 4th generation version of Echo has unbelievable sound coming from a relatively small device.  It’s excellent.  Couple that with the fact that you can pick it up on special sales for $50 or less, it’s a no brainer purchase.
","Positive"
"
Se des configura de las luces y no enciende las luces en varias ocaciones.  En la música me encanta pero ha teñido problemas ultimamnete
","Positive"
"
I use these mostly to listen to music. I have two of these and this purchase was my second one. I got it because the original one I had kept making a rattling noise on lower, deeper sounding base when I would be listening to music. Almost sounds like a consistent chirping sound. Annoyed that my brand new one makes that noise too but other than that it sounds pretty good. Only would recommend if you get it on sale because they are older and newer modes are going to release soon.
","Positive"
"
I love the sound from this device. The quality of sound is great with plenty bass if one wants it.
","Positive"
"
This echo has great sound for a small speaker. Plenty of base too. I bought 2 of these and 2 of the dots at the same time as I didn’t know which ones I would like. The bigger ones are so much better, I wish I would have bought all of these. I don’t even use the dots. If your thinking in which one to get, don’t bother with the dots, get these!
","Positive"
"
We love the sound quantity. Purchased for our vacation property, the sound is much better than our home Alexa.
","Positive"
"
I have about 4 echo dots and I just really wanted to try the regular one. So for prime day i jumped on this and wow 🤩 the difference between the echo dot and this Echo is astronomical.The Echo Dot surprised me with how much bass it has for the size of the speaker. This echo blows me away The bass sounds clear and surprisingly strong for such a little speaker. Honestly, I feel like it would put some of my bookshelf speakers to shame that cost just as much or more and require a separate amplifier for power.I really feel like the biggest drawback is the microphone… No I’m not saying it is any worse than the echo dot but it certainly isn’t better. Sometimes I feel like you can’t hear me as I scream, Alexaaaaa! and other times it will randomly pop up as I’m whispering something similar.Overall, especially if you get it on a deal this is a fantastic Speaker. I would highly recommend it to anyone who is interested in having higher Fidelity audio, but doesn’t want to jump for an audio file system. Bang for buck I don’t think that you can do much better than the echo. I’m very much considering getting a second possibly third or fourth.
","Positive"
"
This device works like any other Echo.  Coming from the original Echo, this sounds much better.  The only drawback is the microphone isn't as sensitive when responding to the wake word. I have an Echo Show, Echo Dot, and the original Echo all responded well to the wake word.  With this unit around 30% of the time I have to repeat myself and speak louder for it to register where that volume had no problem registering on other Echo devices.
","Positive"
"
I like this for the ability to listen to music that I like ""on demand."" Especially good with Amazon Music Unlimited..I also like the Quote of the Day and the jokes.
","Positive"
"
A nice little upgrade from my Echo Plus 2nd gen.  First, there was nothing wrong with my Echo Plus 2nd gen. I purchased the 4th gen because there was a decent deal on the price.  The round shape is interesting and it does blend in well wherever you place it.The sound quality is about the same to me however, the 4th gen does sound more directional as if the device is talking directly to me compared to the Echo Plus 2nd gen.  I normally had my Plus 2nd gen and 2 dots in the room so i picked up the round dots as well.  The new echo adjjusts to where you place it and it does sound very well no matter where I placed it.  The EP 2nd gen did not have this ""acoustical auto room adjustment"" as this has so that provided for a more immersive experience for me.Would i have purchased this if it wasn't on sale?  While the more directed audio is appreciated and the room placement auto sound adjustment is nice, I don't think i would have replaced my Echo Plus 2nd gen and my two Dots gen 3 if things were not on sale.  I'm glad i did catch things on sale and am very pleased with the setup.The ONLY thing i've noticed that happens frequently that I did not seem to have an issue with with the older setup was that if one speaker was playing an advertisement or my ""Flash Briefing"", if something said ""Just ask Alexa to play.."" another speaker would respond.  Quite annoying to getting my flash briefing from one speaker while another starts to play the news just because the briefing said ""Just ask Alexa to play fox news"".
","Positive"
"
What a difference Gen 4 Echo made for the better on this premium version with Dolby.  Alexa listens well; getting it right on the first voice request.  Our linked Music plays hours of songs requested like a Wurlitzer does without all the buttons.  Very pleased purchasing this premium version.
","Positive"
"
I can't deny that the quality of the echo is very good.But I don't understand why they gave me a white charger when I bought a black echo. Isn't it ugly?Is anyone else like this?
","Positive"
"
This cute little Echo Alexa orb is just the cutest and most useful little gadget.  I did not want an extensive stereo speaker system. I just wanted some music to fill my room with joy.  The sound is good. The bass and fullness is perfect.  I am considering buying another for a different area of the house.
","Positive"
"
I Love this device! I was skeptical it would be helpful.  I got a deal on smart plugs and paired it with the Alexa Orb🤣 now we love playing music, cutting on lights throughout house, televisions, fans. We are old and not techy so this was a stretch for us. It’s SO easy to set-up and so useful I don’t know why I waited so long or how I got along without it. You will NOT be sorry you purchased. Buy smart plugs to to add to all your outlets. Cut on lights before you get home. LOVE it!
","Positive"
"
Ok. It has great sound quality. One reason I got it was to enjoy listening to music. HOWEVER, Alexa has NO personality. Anyone who has google knows exactly what I am talking about. I can interact with my Google. Maybe I haven't been using Alexa long enough and she hasn't learned about me yet, BUT my Google actually has personality. But, like I said, the sound quality, especially for music is great on Alexa. Sorry Alexa.
","Positive"
"
Upgraded from Gen 1 and wow, the sound and bass are phenominal!  Absolutely love it!!!!
","Positive"
"
The sound quality is ahhhmazing… and I’ve leveled up to the most lazy gal as I don’t use a remote for my tv anymore. So yea, I’m super pleased! Ha!!
","Positive"
"
I have quickly been successful utilizing some features.  I am eager to learn more.
","Positive"
"
I am very happy with the rich deep sound this produces. I will purchase more.
","Positive"
"
Me agradó por la facilidad para buscar lo que se solicita. El sonido no es el mejor, se puede mejorar
","Positive"
"
The main thing I don't like about it is the sound, it sounds muffled even with the treble all the way up, and it was suppose to have really good sound.
","Positive"
"
We use this most often for playing our music and the sound quality is much better than older versions.
","Positive"
"
This little device sounds great and the voice recognition is superb. It has a lot of functionality to help with creating shopping lists, calendar items/reminders, and assisting in functions of the house.
","Positive"
"
What I like very much is the superior quality along the entire sound spectrum, which is surprising for a speaker of the size and price. What is annoyingly disappointing is that the quality does not carry over when Alexa speaks, which continues to be boomy along the base line.
","Positive"
"
Was looking for a inexpensive Alberto a Sonos speaker system. Well, Amazon can obviously read minds because this Echo popped up in my Amazon recommended feed. I purchased two of these and an Echo Sub. Wow! Wow! Wow! Instant concert quality sound in my home. Plus, I added this as a home theater to my TV. Now I can watch TV and have theater quality sound blasting at me. What a great product.
","Positive"
"
I’ve only used the Fire stick on my television. I find the sound to be fantastic. Just learning how to use it though so far I give it 5stars all around.
","Positive"
"
Very high sound quality considering the $60 price tag. An expensive timer, but an awesome speaker ;)
","Positive"
"
Was finally upgrading from the original Echo, but received a poorly packaged, used Echo.  Was hoping Amazon could simply send me a replacement and I could send them back their used Echo...but nope...let's have the customer jump thru a few extra hoops.  Poor product delivery, poor customer service.Update: The following day I was contacted by an Amazon Outreach rep, who was very kind and also found a way to send the replacement.  Hoping the 2nd time will go better than the first.  But was customer service gets a huge bump up from me!
","Positive"
"
Bang for the buck this is the best Echo available. Excellent sound
","Positive"
"
The echo is considerably larger than the echo dot I replaced. The sound quality is vastly improved over the dot. The voice recognition however sometimes doesn't pick up and I have to speak extra loud for it to register.
","Positive"
"
me encanta porque es util y puedo llevarlo conmigo donde vaya
","Positive"
"
I be talking to a friend, and out of nowhere, she'll say I didn't get that  or I didn't understand and a couple times try to answer what I was talking about, but she didn't get the entire conversation, so the replies are wierd....
","Positive"
"
Love this Echo. It is bigger than expected but it works great in our living room space. We have it so the kids are able to listen to music while they play games. I am able to set timers easily and the ease of allowing my kids to talk to Alexa is great. The only negative is there is no time display on this echo. It was easy to set up (as I have other Alexas/Echo) but other than that it was easy to install and set up. Had it playing my music within 3 mins of plugging it in.
","Positive"
"
Decided to give these a try. They were on sale for $59.99. Figured it was worth a shot to see just how much better these were versus my Echo 3rd gens.I have them connected to a Firetv cube with an Echo sub as well (same configuration as was with my 3rd gen Echos).So the sound quality is slightly better. Not really that superior to the 3rd gens. The system as a whole may have  a little more bass but, I don’t feel it’s enough difference to warrant the extra $$$.Thare they really fall short is volume level. They seem to be quiet. With any background the sound of these just gets swallowed up.I would expect some real leaps and bounds from a “4th” gen speaker. These aren’t it.The home hub is okay if you have specific hardware that requires a “hub” but as of this post with over 50 “smart” devices in my home to include a thermostat, I’ve yet to need a “hub”. I feel it’s just more “fluff” and gee wiz gadgetry that’s unneeded.Also, I feel it’s time (especially with the Firetv cube) to incorporate a true home theater so one can set this up with 4 speakers. The cube could be the center speaker in a 5.1 or 5.2 setup. Give the speakers a little more volume and then we’d have something to write about.All in all, not that impressive. A speaker that’s nothing more than a portable rechargeable speaker….with a hub.Meh
","Negative"
"
Amazon advertises that the Echo (4th generation) has a hub for Smart lights built in. It uses ZigBee connectivity. It does not work with Phillips smart lights according to Amazon technical support.  Amazon says that I need a Phillips Hue bridge and Alexa to control Phillips lights. The Phillips hue bridge I have is broken so I ordered  this Echo (4th generation) based on the advertising that this Echo has a built in hub. I need to return this device and buy a new Phillips Hue bridge. This has been a very stressful experience and I have lost faith in Amazon as a truthful source.Wait a minute: I just received a call from JJ Amazon support. He helped me set up my lights. He deserves a raise in pay. He patiently talked me through a very complicated procedure. There was also an error in a help file which stopped any further progress in the procedure. The error was in a direction that  said to follow the directions here.  The word ""here"" was in regular typeface not in blue or italicized. When I finally decided to click on the regular looking word  ""here"" the instructions took me to the next page and I was able to complete the procedure. JJ saved me from returning my ECHO (4th generation), from disappointment and anger. He also saved Amazon from losing a long time customer, Bravo JJ.
","Positive"
"
We are very pleased with the sound on this Echo. It's a bit larger than we thought it would be, but maybe that's why the sound is so good. Nice quality and may be purchasing some for Christmas presents.
","Positive"
"
Like it a lot first time user getting groups set up with lights a bit of trouble but overall I like it . I said I'd never get 1 but I'm glad I did just learning the ways of the modern world . getting everything to sync up different brands just takes a bit of effort figuring it out as I go
","Positive"
"
I got drunk then thought it would be nice to purchase this device.  I still have no idea why I did, but oh well.  I like to play music on it.  But, meh.
","Positive"
"
For it's size it has pretty decent sound.Not the loudest but in a speaker of this size any louder would probably distort.
","Positive"
"
I have the bluish one. set up was easy on android had difficulty loading Alexa app to  iPhone not sure why. Sound is awesome. I like it. First day was already making shopping lists timers games launching apps on my tv. Love it!  She never has trouble recognizing my voice. Would buy again. Still have more uses for her I haven’t gotten to.
","Positive"
"
I love the sound of this device feels very premium for the price I paid for it plus the smart features is definitely worth it. The only thing I don’t like is I have it about 12’ from the kitchen and have to considerably raise my voice for it to activate. Other than that is a very nice add to my smart home.
","Positive"
"
Es muy bonita y funciona a la perfección.
","Positive"
"
Amazing sound quality that can be clearly heard through the whole house. I opted for the preset up option which made set up incredibly easy plugged it in and it was ready to go.
","Positive"
"
Se configura rápido, el sonido es exelente
","Positive"
"
Purchased this to upgrade a echo dot. Mainly purchased it for better sound since I like to listen to music. Also exchanged my echo show this purchase. First the echo dot sound is really poor but it’s a first generation. Not worth listening to music on really. The echo show I find to be pretty useless. I bought it to use it in the kitchen to see recipes on all recipes and it worked at first and then all of a sudden it stopped working with all recipes. The screen is quite annoying on it. It got unplugged pretty early on and sat in my closet. This  gen 4 device I purchased for the sound since that’s what’s most important to me and operating lights and such. I discovered that it also has a motion detector in it working by ultrasound. Well I set that up it worked once when I walked into the room and never again. now it says it cannot connect to it.. This is pretty disappointing since I was hoping this would be a nice feature for the kitchen area, since my wall switch is kind of out of the way and this way I wouldn’t have to say to turn the lights on every time. I know sounds a bit lazy but isn’t that The whole idea of having a smart home and things automated? If there ever sizing something as it works it should work. Will update after I’ve had this a week and let you know my thoughts later maybe I can even figure out what’s going on why this motion detector doesn’t work. From reading on the Internet I’ve noticed others having the same experience it working once and never again.
","Positive"
"
The bass and sound quality out of this unit is amazing. I might purchase another to bring to my office.
","Positive"
"
This is your typical alexa device - audio quality is great in my opinion, device has a nice aesthetic, and you can obviously connect to any alexa, IFTTT service, etc.  I subtracted a star because of the voice recognition.  Sometimes it seems the mics do not pick up my voice unless i am directly talking to the unit and pronouncing every syllable.  Also - this has happened twice - i am playing music and alexa will not pause or stop the music on command; i end up unplugging the device.
","Positive"
"
I set it on a small mirror and it looks cool 😎 With it on the mirror I can see the light ring really well
","Positive"
"
Alexa gives me quick and easy access to all my questions.
","Positive"
"
Me agrado bastante no tengo quega de la forma que responde
","Positive"
"
Great sound quality. Was very surprised.
","Positive"
"
I really have enjoyed both my second and third generation Echos and bought this one for its change of shape and it was on sale plus 5 payment option.First off the bad. If you're used to room enveloping sound with no sense of stereo this one will disappoint. Dual tweeters firing forward give it a true sense of direction so sticking it in a corner and have it fill the room will not be as satisfying.  You'll notice where it's located more, especially if there's anything blocking your direct line of sight ( hearing ) . Where I keep mine only needed a slight shift to make it not be partially blocked by my sofa . Volume was still plenty loud in its old spot but it just didn't sound right. Easily solved but might not be that easy for others and some might actually prefer the directional sound more.The bass can be a bit boomy though while listening to YYZ live in Rio the bass drum didn't sound bad at all and overall everything was satisfactory though slightly lacking in the mid highs.  The eq settings in the Alexa app are set to flat on all 3 choices .It's wider at the base than the previous generations by a lot. This could be a problem for some .Star Trek Self Destruct Skill  doesn't work on this one or my 4th gen Dot but does fine on my previous generation ones for some reason . Instead of blowing up my den it searches for ""zero zero zero"" movies on my Fire Stick. I'm sure that won't last long though .Enough about the bad.The bass is no longer wannabe but real. No longer does it struggle with everything below mid level voices but as I wrote above , bass drums actually sound like bass drums and Ends of the Earth by Lord Huron excels at all of the music ranges considering its size. Johnny Panic and the Bible of Dreams also sounded very nice across the sound spectrum . Music For Tables extreme from the high notes in the keyboard to the lows didn't miss a thing whereas the cow bell  was very slightly muddy but the wood blocks sounded right . Am I saying it's as awesome as my studio headphones ? Not by any means but they took a huge step forward over the 3rd generation , which I was quite content with .Response time seems noticeably faster and more accurate than the gen 3 I use . Only once did Alexa not understand my query and that was while setting up a traffic check routine. All I had to do was rephrase a little and now Alexa tells me the commute traffic and fastest way to get to work 5 minutes before I have to leave . 95 is terrible for accidents and Maps tells Alexa the best alternative if there's any.I think my favorite thing though is the new shape and I REALLY like the lights being on the bottom, especially once the lights go off .If you're still smitten with your gen 3 Echo or don't like the mini Death Star look of the new model skip this one as the performance improvements are readily apparent they're not earth shattering.  Amazon will have to do something mind blowing next year to get me to part with my dough ray me for a gen 5. The more I listen to Fourplay on Echo the more I'm liking it for the music , nevermind all the super cool stuff I can do on it or my Dots or my Flex .
","Positive"
"
I use it daily for info
","Positive"
"
Using to keep my 86 year old roommate safe. I can’t be home and she won’t keep her phone on her. At least if she falls she can call out to Alexa. Getting the together feature as well.
","Positive"
"
I don't know why I waited so long to buy an Echo device.  I assumed it would be costly and too technical for me, but NO.  The price was great, the set up was easy, and I was able to link it to my Syrius and Spotify accounts very easily using my phone app.  I love it!
","Positive"
"
Love it......Music sounds awesome.
","Positive"
"
This new Alexa was a big step in the sound department. The bass and undertones of music are much clearer at low volume and don’t become jumbled or over powering when you blast it really satisfied with that. As far as the actual Alexa and voice recognition I couldn’t notice a huge difference but there are no problems with it.
","Positive"
"
I love it very much
","Positive"
"
The audio is nice, love the bass for such a small device. The voice recognition is good but  could be better, maybe it's just my Carribian accent.
","Positive"
"
I've had issues installing...followed instructions. Unistalled ,reinstalled app. I cannot add this to my "" everywhere "" group. Shows offline whilst it's playing!  I tried to create a new group and the system just won't let me do it with new Echo. On it's own it ,plays fine ,music is great. Honestly the Dots should sound this good. So why won't it connect to my everywhere group,why does it turn to "" offline"" when I try to create a group ,but it's playing music? The whole idea is to have it play along with my other devices.Frustrating!
","Positive"
"
Having had the original Echo speakers and a couple of updated models I decided to purchase these due to reviews of their sound quality. These are quite good,  certainly much better than earlier generations and I am very pleased with them. To me, the Glacier White seems more like a light gray;  that would be my only negative.
","Positive"
"
First off I would give this premium sound echo 5 stars except the first one worked about 10 min before dying. Had to call Amazon on a Friday to arrange for return which was painless but….. The replacement arrived on Monday. The new echo premium sound really does kick. We also bought the battery stand so we could take it outside. This new combo is so great, just hope it lasts as long as our earlier versions.
","Positive"
"
So far we love Alexa, we purchased a HomePod a few years ago and loved the quality it gave but it lacked in smart home integration and being a great assistant. We wanted to buy another HomePod to create a “surround sound” experience (they have since discontinued the large HomePods). So we decided to make the switch, when these work they work amazing, their sound and bass are not as good as our HomePod was but with 2 it made a richer experience. We have ran into some issues, a few resets and wifi troubleshooting later we are still having problems. Wifi is not an issue at my house, we have fiber and the speeds are amazing. For a while the echos would randomly just stop playing sound, whether that be music, from Netflix, YouTube, you name it. After many resets we have almost eliminated that issue, but one still remains, after streaming for a while the echos start making a weird staticky electronic noise (almost futuristic glitchy). We have to then turn off our fire stick and then when it turns back on it freezes for a few minutes, we go back to what we were watching and then 80% of the time the sound goes back to normal. Would be 5 stars but it happens on almost a daily basis. Quite annoying.
","Positive"
"
I love it ❤
","Positive"
"
Like sounds good looks good and beautiful
","Positive"
"
Great sound. We bought one in white and one in charcoal to match things in our kitchen. Was surprised that the cord for the Alexa in charcoal is white. It should definitely be black. Notice in the ads where you show photos of all of them, that the white one is shown with the white cord and so is the twilight blue but the Charcoal 4th Gen Alexa is not shown with a cord at all, leaving the impression that the cord would certainly be black. Definitely do NOT like the white cord with the Charcoal Alexa. Wrong place to skimp - a bit deceiving.
","Positive"
"
The setup was almost automatic.I was surprised how nice the bass response is. Good as my 3 year old Echo PlusMight buy a second Echo for stereo
","Positive"
"
Plug n Play
","Positive"
"
Love it.
","Positive"
"
Love it for the jouse
","Positive"
"
excelente producto
","Positive"
"
Yes, this unit is somewhat better than the Echo Dot, I don't think it's worth replacing the Echo Dot (3rd Generation). My hearing isn't great -- I wear hearing aids -- but I couldn't tell much difference listening to the same music on one versus the other. It's bigger but this unit has no clock and no other features to make one buy it over the Dot (3rd Generation). I returned it.
","Positive"
"
I like it a lot
","Positive"
"
After a long time finally, I managed to post a review about my echo. Its been almost eight months I am using this device.The build quality is very good, very robust. I really admire the fact that all the devices that are made by amazon has a super good build quality.If I navigate to the Sound of this device: I think, the quality of sound is more than decent, enough to fill you with quality music if you are inside around a room. I also use my echo as a speaker for my desktop computer, thanks to its 3.5 mm jack support.Voice assistance Alexa works great: using Alexa app it is very straightforward to integrate different devices/home appliances with echo to control them using voice command. But sometimes when there’s music playing loudly or noise around the echo: it struggles to listen to my command. Another issue I have encountered at times that echo respond very slow or don't respond at all against my command. It can happen for slow internet speed; I don’t know for sure.
","Positive"
"
Nothing as of now.
","Positive"
"
Does everything it is supposed to and the sound is surprisingly nice.
","Positive"
"
After purchasing Eero and an echo dot 5th generation that came with Eero support, I was shocked to see about a week ago that suddenly my generation 4 Alexas are also now Eero mesh Network capable!  I believe I read something about this feature being added to the 4th generation soon but this is much sooner than I expected. Keep up the great work, Amazon!
","Positive"
"
Love it
","Positive"
"
Ok
","Positive"
